market,candle_date_time_utc,candle_date_time_kst,opening_price,high_price,low_price,trade_price,timestamp,candle_acc_trade_price,candle_acc_trade_volume,prev_closing_price,change_price,change_rate
KRW-BTC,2017-12-05,2017-12-05T09:00:00,13683000.0,14794000.0,13612000.0,14645000.0,1512518400020,393354372550.99945,27842.82483202,13684000.0,961000.0,0.0702280035
KRW-BTC,2017-12-06,2017-12-06T09:00:00,14645000.0,19006000.0,14645000.0,18390000.0,1512604740000,764486810510.9639,46874.81572282,14645000.0,3745000.0,0.2557186753
KRW-BTC,2017-12-07,2017-12-07T09:00:00,18389000.0,23860000.0,17965000.0,23791000.0,1512691200081,1118269518418.238,55171.05694429,18390000.0,5401000.0,0.293692224
KRW-BTC,2017-12-08,2017-12-08T09:00:00,23795000.0,24967000.0,16521000.0,20260000.0,1512777600070,2070532197879.6824,101681.96225121,23791000.0,-3531000.0,-0.1484174688
KRW-BTC,2017-12-09,2017-12-09T09:00:00,20259000.0,20877000.0,15257000.0,17769000.0,1512864000151,1017293699277.7094,57286.61272035,20260000.0,-2491000.0,-0.1229516288
KRW-BTC,2017-12-10,2017-12-10T09:00:00,17769000.0,18537000.0,13744000.0,17661000.0,1512950399973,1397576996544.1858,87737.90180131,17769000.0,-108000.0,-0.006078001
KRW-BTC,2017-12-11,2017-12-11T09:00:00,17661000.0,19989000.0,17520000.0,19307000.0,1513036799785,937491532254.3287,49104.26522594,17661000.0,1646000.0,0.0931997056
KRW-BTC,2017-12-12,2017-12-12T09:00:00,19307000.0,19549000.0,18497000.0,18940000.0,1513123201168,724954383604.7885,37765.66828121,19307000.0,-367000.0,-0.0190086497
KRW-BTC,2017-12-13,2017-12-13T09:00:00,18943000.0,19301000.0,17379000.0,18358000.0,1513209600157,720181409852.3256,38816.44091324,18940000.0,-582000.0,-0.0307286167
KRW-BTC,2017-12-14,2017-12-14T09:00:00,18356000.0,19312000.0,18101000.0,18660000.0,1513296000884,729015620961.669,39274.3089533,18358000.0,302000.0,0.0164505937
KRW-BTC,2017-12-15,2017-12-15T09:00:00,18664000.0,21558000.0,18539000.0,20075000.0,1513382402381,1078431840484.545,53514.06078424,18660000.0,1415000.0,0.0758306538
KRW-BTC,2017-12-16,2017-12-16T09:00:00,20080000.0,22475000.0,19810000.0,22205000.0,1513468800256,870835418750.3627,41694.09111338,20075000.0,2130000.0,0.1061021171
KRW-BTC,2017-12-17,2017-12-17T09:00:00,22208000.0,22961000.0,21000000.0,21881000.0,1513555200232,774987397539.5995,35122.33783135,22205000.0,-324000.0,-0.0145913083
KRW-BTC,2017-12-18,2017-12-18T09:00:00,21881000.0,22280000.0,20980000.0,22087000.0,1513641600072,864254636436.4166,39510.42923015,21881000.0,206000.0,0.0094145606
KRW-BTC,2017-12-19,2017-12-19T09:00:00,22086000.0,23741000.0,20450000.0,22367000.0,1513727999901,1076218244994.0664,48064.50573599,22087000.0,280000.0,0.0126771404
KRW-BTC,2017-12-20,2017-12-20T09:00:00,22385000.0,23299000.0,20600000.0,22638000.0,1513814399975,915787457576.3986,41426.79458212,22367000.0,271000.0,0.0121160638
KRW-BTC,2017-12-21,2017-12-21T09:00:00,22638000.0,23950000.0,20750000.0,22200000.0,1513900799455,974647759990.218,43263.77604079,22638000.0,-438000.0,-0.0193479989
KRW-BTC,2017-12-22,2017-12-22T09:00:00,22200000.0,22840000.0,16105000.0,19089000.0,1513987200107,1528909362094.557,79976.23837469,22200000.0,-3111000.0,-0.1401351351
KRW-BTC,2017-12-23,2017-12-23T09:00:00,19090000.0,21120000.0,18312000.0,20525000.0,1514073600232,1163881876672.5967,58485.96741678,19089000.0,1436000.0,0.0752265703
KRW-BTC,2017-12-24,2017-12-24T09:00:00,20523000.0,20770000.0,18499000.0,19592000.0,1514160000127,929024030188.0336,47643.13660186,20525000.0,-933000.0,-0.04545676
KRW-BTC,2017-12-25,2017-12-25T09:00:00,19589000.0,19950000.0,19210000.0,19822000.0,1514246400303,712237808781.7738,36350.71167524,19592000.0,230000.0,0.0117394855
KRW-BTC,2017-12-26,2017-12-26T09:00:00,19820000.0,22750000.0,19730000.0,21933000.0,1514332800273,1172199097072.874,54654.19806036,19822000.0,2111000.0,0.1064978307
KRW-BTC,2017-12-27,2017-12-27T09:00:00,21932000.0,22650000.0,21074000.0,21970000.0,1514419200311,825256664954.1604,37639.65248022,21933000.0,37000.0,0.0016869557
KRW-BTC,2017-12-28,2017-12-28T09:00:00,21964000.0,22000000.0,18323000.0,19565000.0,1514505600334,896259224119.7755,45244.24799131,21970000.0,-2405000.0,-0.1094674556
KRW-BTC,2017-12-29,2017-12-29T09:00:00,19565000.0,19738000.0,18530000.0,19290000.0,1514592000376,716201020435.9087,37594.01226698,19565000.0,-275000.0,-0.0140557117
KRW-BTC,2017-12-30,2017-12-30T09:00:00,19290000.0,19478000.0,17800000.0,18415000.0,1514678399751,790630766740.0131,42305.07850317,19290000.0,-875000.0,-0.0453602903
KRW-BTC,2017-12-31,2017-12-31T09:00:00,18401000.0,19637000.0,18208000.0,19280000.0,1514764800514,553830467343.9598,29363.72193703,18415000.0,865000.0,0.0469725767
KRW-BTC,2018-01-01,2018-01-01T09:00:00,19278000.0,19420000.0,18290000.0,18860000.0,1514851200537,529081640813.1479,27949.67613401,19280000.0,-420000.0,-0.0217842324
KRW-BTC,2018-01-02,2018-01-02T09:00:00,18875000.0,21720000.0,18510000.0,20263000.0,1514937600502,819264196997.1248,41968.47300909,18860000.0,1403000.0,0.0743902439
KRW-BTC,2018-01-03,2018-01-03T09:00:00,20263000.0,21329000.0,19520000.0,20900000.0,1515024004755,888631010674.476,43168.2576045,20263000.0,637000.0,0.0314366086
KRW-BTC,2018-01-04,2018-01-04T09:00:00,20899000.0,23685000.0,19700000.0,23402000.0,1515110400543,979226883111.2864,45192.45174241,20900000.0,2502000.0,0.1197129187
KRW-BTC,2018-01-05,2018-01-05T09:00:00,23403000.0,28589000.0,22338000.0,27444000.0,1515196800655,1418955321795.6082,56774.8498417,23402000.0,4042000.0,0.1727202803
KRW-BTC,2018-01-06,2018-01-06T09:00:00,27451000.0,28885000.0,23966000.0,26924000.0,1515283200552,1279382915220.0127,48971.92813081,27444000.0,-520000.0,-0.0189476753
KRW-BTC,2018-01-07,2018-01-07T09:00:00,26924000.0,27210000.0,24543000.0,25859000.0,1515369600758,805561532281.216,31015.72258622,26924000.0,-1065000.0,-0.0395557867
KRW-BTC,2018-01-08,2018-01-08T09:00:00,25859000.0,26449000.0,23850000.0,25230000.0,1515456000874,1135051093505.0276,44839.78332164,25859000.0,-629000.0,-0.0243242198
KRW-BTC,2018-01-09,2018-01-09T09:00:00,25200000.0,25786000.0,22858000.0,24016000.0,1515542400924,1009654272888.3821,41558.52968619,25230000.0,-1214000.0,-0.0481173207
KRW-BTC,2018-01-10,2018-01-10T09:00:00,24015000.0,24200000.0,19689000.0,21317000.0,1515628801047,969877439744.969,43736.28693252,24016000.0,-2699000.0,-0.1123834111
KRW-BTC,2018-01-11,2018-01-11T09:00:00,21300000.0,21890000.0,14104000.0,19389000.0,1515715201078,1181041028214.3333,61924.52562032,21317000.0,-1928000.0,-0.0904442464
KRW-BTC,2018-01-12,2018-01-12T09:00:00,19359000.0,21143000.0,18005000.0,20745000.0,1515801601068,858088176720.2753,43734.14210793,19362000.0,1383000.0,0.0714285714
KRW-BTC,2018-01-13,2018-01-13T09:00:00,20750000.0,21399000.0,19886000.0,21135000.0,1515888001138,634210697267.0924,30172.38452901,20745000.0,390000.0,0.0187997108
KRW-BTC,2018-01-14,2018-01-14T09:00:00,21130000.0,21299000.0,18131000.0,19206000.0,1515974399061,586547552576.8049,30105.53009772,21135000.0,-1929000.0,-0.0912704045
KRW-BTC,2018-01-15,2018-01-15T09:00:00,19210000.0,20143000.0,18201000.0,19106000.0,1516060801166,571781083101.0643,29582.95249892,19206000.0,-100000.0,-0.0052067062
KRW-BTC,2018-01-16,2018-01-16T09:00:00,19107000.0,19219000.0,11543000.0,14279000.0,1516147200984,947014914659.6864,59293.11406178,19106000.0,-4827000.0,-0.2526431487
KRW-BTC,2018-01-17,2018-01-17T09:00:00,14279000.0,15722000.0,11901000.0,14951000.0,1516233601827,809847311215.9441,60203.17701055,14279000.0,672000.0,0.0470621192
KRW-BTC,2018-01-18,2018-01-18T09:00:00,14954000.0,16370000.0,13650000.0,14880000.0,1516320000950,651400884897.6748,44001.92022842,14951000.0,-71000.0,-0.0047488462
KRW-BTC,2018-01-19,2018-01-19T09:00:00,14879000.0,15448000.0,14352000.0,15372000.0,1516406400307,411893497250.1491,27555.99477285,14880000.0,492000.0,0.0330645161
KRW-BTC,2018-01-20,2018-01-20T09:00:00,15370000.0,17208000.0,15225000.0,16858000.0,1516492801367,845326077909.618,51147.45641776,15372000.0,1486000.0,0.0966692688
KRW-BTC,2018-01-21,2018-01-21T09:00:00,16852000.0,16943000.0,13735000.0,14640000.0,1516579201362,660819520492.5259,44140.37058853,16858000.0,-2218000.0,-0.1315695812
KRW-BTC,2018-01-22,2018-01-22T09:00:00,14640000.0,14910000.0,12981000.0,13944000.0,1516665601554,424614464672.0995,30529.67525826,14640000.0,-696000.0,-0.0475409836
KRW-BTC,2018-01-23,2018-01-23T09:00:00,13968000.0,14044000.0,12311000.0,13141000.0,1516752001183,369065658985.68024,28032.38238629,13944000.0,-803000.0,-0.0575874928
KRW-BTC,2018-01-24,2018-01-24T09:00:00,13139000.0,13780000.0,12600000.0,13450000.0,1516838400506,317699876835.02954,24236.06233141,13141000.0,309000.0,0.0235141922
KRW-BTC,2018-01-25,2018-01-25T09:00:00,13450000.0,13900000.0,12800000.0,12973000.0,1516924801410,251329639983.3806,18943.75635587,13450000.0,-477000.0,-0.035464684
KRW-BTC,2018-01-26,2018-01-26T09:00:00,12973000.0,13350000.0,11500000.0,12876000.0,1517011201341,379440453340.1203,30279.96147663,12973000.0,-97000.0,-0.0074770678
KRW-BTC,2018-01-27,2018-01-27T09:00:00,12876000.0,13132000.0,12300000.0,12900000.0,1517097600696,235439540808.33005,18535.39984957,12876000.0,24000.0,0.0018639329
KRW-BTC,2018-01-28,2018-01-28T09:00:00,12903000.0,13570000.0,12810000.0,13352000.0,1517184001236,271698507514.6077,20508.73672486,12900000.0,452000.0,0.0350387597
KRW-BTC,2018-01-29,2018-01-29T09:00:00,13351000.0,13489000.0,12560000.0,12909000.0,1517270401320,205582977986.2608,15844.07278917,13352000.0,-443000.0,-0.03317855
KRW-BTC,2018-01-30,2018-01-30T09:00:00,12909000.0,12957000.0,11310000.0,11627000.0,1517356801665,258564860359.41562,21206.17024434,12909000.0,-1282000.0,-0.0993105585
KRW-BTC,2018-01-31,2018-01-31T09:00:00,11658000.0,11900000.0,10400000.0,11429000.0,1517443201774,259417060684.88272,23175.02109439,11627000.0,-198000.0,-0.0170293283
KRW-BTC,2018-02-01,2018-02-01T09:00:00,11439000.0,11490000.0,10011000.0,10070000.0,1517529601764,236864009092.77927,22225.67551126,11429000.0,-1359000.0,-0.1189080409
KRW-BTC,2018-02-02,2018-02-02T09:00:00,10061000.0,10120000.0,7830000.0,9410000.0,1517616000940,465637634475.9709,52018.46095277,10070000.0,-660000.0,-0.0655412115
KRW-BTC,2018-02-03,2018-02-03T09:00:00,9410000.0,10200000.0,8400000.0,9520000.0,1517702401031,235540121101.8899,25405.73722415,9410000.0,110000.0,0.0116896918
KRW-BTC,2018-02-04,2018-02-04T09:00:00,9524000.0,10158000.0,8765000.0,8900000.0,1517788801580,178483940514.02716,18781.02389914,9520000.0,-620000.0,-0.0651260504
KRW-BTC,2018-02-05,2018-02-05T09:00:00,8900000.0,9250000.0,7715000.0,7832000.0,1517875201526,176326495552.98172,20709.59917348,8900000.0,-1068000.0,-0.12
KRW-BTC,2018-02-06,2018-02-06T09:00:00,7831000.0,8698000.0,6620000.0,8642000.0,1517961602170,335384726987.6974,44456.45172294,7832000.0,810000.0,0.103421859
KRW-BTC,2018-02-07,2018-02-07T09:00:00,8646000.0,9199000.0,7990000.0,8387000.0,1518048002050,294441762043.2158,33928.15634331,8642000.0,-255000.0,-0.0295070586
KRW-BTC,2018-02-08,2018-02-08T09:00:00,8410000.0,9690000.0,8410000.0,9480000.0,1518134402215,351355936611.4521,38113.82546535,8387000.0,1093000.0,0.1303207345
KRW-BTC,2018-02-09,2018-02-09T09:00:00,9479000.0,9934000.0,9041000.0,9929000.0,1518220801792,277460223221.5223,29459.15309411,9480000.0,449000.0,0.0473628692
KRW-BTC,2018-02-10,2018-02-10T09:00:00,9929000.0,10656000.0,9475000.0,9959000.0,1518307202019,335316118019.4635,33057.11964565,9929000.0,30000.0,0.0030214523
KRW-BTC,2018-02-11,2018-02-11T09:00:00,9958000.0,10045000.0,9021000.0,9320000.0,1518393599276,166733129197.31808,17672.61615308,9959000.0,-639000.0,-0.0641630686
KRW-BTC,2018-02-12,2018-02-12T09:00:00,9319000.0,10195000.0,9305000.0,10140000.0,1518480002162,145173412651.06952,14756.72285892,9320000.0,820000.0,0.0879828326
KRW-BTC,2018-02-13,2018-02-13T09:00:00,10149000.0,10220000.0,9630000.0,9906000.0,1518566401730,136411104720.2393,13735.57073936,10140000.0,-234000.0,-0.0230769231
KRW-BTC,2018-02-14,2018-02-14T09:00:00,9906000.0,10510000.0,9896000.0,10473000.0,1518652802441,176544632905.03323,17264.67105928,9906000.0,567000.0,0.0572380376
KRW-BTC,2018-02-15,2018-02-15T09:00:00,10473000.0,11459000.0,10355000.0,11357000.0,1518739202235,293165904394.8277,26678.52011813,10473000.0,884000.0,0.0844075241
KRW-BTC,2018-02-16,2018-02-16T09:00:00,11357000.0,11800000.0,11151000.0,11462000.0,1518825602672,231906886587.65186,20284.75192278,11357000.0,105000.0,0.0092453993
KRW-BTC,2018-02-17,2018-02-17T09:00:00,11452000.0,12318000.0,11400000.0,12300000.0,1518912002573,406337968335.0321,34046.21887429,11462000.0,838000.0,0.0731111499
KRW-BTC,2018-02-18,2018-02-18T09:00:00,12300000.0,12755000.0,11522000.0,11966000.0,1518998402587,538048238909.2242,44163.19851131,12300000.0,-334000.0,-0.0271544715
KRW-BTC,2018-02-19,2018-02-19T09:00:00,11966000.0,12663000.0,11862000.0,12649000.0,1519084802135,278412584740.4364,22700.15187526,11966000.0,683000.0,0.0570783888
KRW-BTC,2018-02-20,2018-02-20T09:00:00,12649000.0,14149000.0,12645000.0,13548000.0,1519171202070,547143024491.79083,41015.58477391,12649000.0,899000.0,0.0710728121
KRW-BTC,2018-02-21,2018-02-21T09:00:00,13542000.0,13650000.0,12411000.0,12815000.0,1519257602795,492964886432.1959,37637.76832665,13548000.0,-733000.0,-0.0541039268
KRW-BTC,2018-02-22,2018-02-22T09:00:00,12823000.0,13031000.0,11660000.0,11763000.0,1519344002915,454695464304.42505,37219.85617238,12815000.0,-1052000.0,-0.0820912993
KRW-BTC,2018-02-23,2018-02-23T09:00:00,11761000.0,12170000.0,11271000.0,12065000.0,1519430402780,365496367275.31226,31053.11554548,11763000.0,302000.0,0.0256737227
KRW-BTC,2018-02-24,2018-02-24T09:00:00,12065000.0,12359000.0,11281000.0,11553000.0,1519516801194,257929366922.33112,21762.37417394,12065000.0,-512000.0,-0.0424368007
KRW-BTC,2018-02-25,2018-02-25T09:00:00,11553000.0,11613000.0,10805000.0,11230000.0,1519603202566,185760963538.6857,16499.63847015,11553000.0,-323000.0,-0.0279581061
KRW-BTC,2018-02-26,2018-02-26T09:00:00,11230000.0,11884000.0,10828000.0,11773000.0,1519689602848,276455308845.72,24307.10812212,11230000.0,543000.0,0.0483526269
KRW-BTC,2018-02-27,2018-02-27T09:00:00,11778000.0,12165000.0,11463000.0,11951000.0,1519776003191,244517108299.52618,20616.46007981,11773000.0,178000.0,0.0151193409
KRW-BTC,2018-02-28,2018-02-28T09:00:00,11957000.0,12405000.0,11777000.0,11860000.0,1519862403088,254046612860.76138,21114.42802459,11952000.0,-92000.0,-0.0076974565
KRW-BTC,2018-03-01,2018-03-01T09:00:00,11865000.0,12250000.0,11603000.0,12214000.0,1519948802102,248835909818.77716,20882.28518046,11860000.0,354000.0,0.0298482293
KRW-BTC,2018-03-02,2018-03-02T09:00:00,12214000.0,12581000.0,12123000.0,12465000.0,1520035202367,295637064034.3188,23945.11755659,12214000.0,251000.0,0.0205501883
KRW-BTC,2018-03-03,2018-03-03T09:00:00,12465000.0,12831000.0,12347000.0,12831000.0,1520121603164,228965630025.49286,18163.17519084,12465000.0,366000.0,0.0293622142
KRW-BTC,2018-03-04,2018-03-04T09:00:00,12831000.0,12840000.0,12255000.0,12592000.0,1520208002519,201340229993.18277,16125.74325513,12831000.0,-239000.0,-0.0186267633
KRW-BTC,2018-03-05,2018-03-05T09:00:00,12592000.0,12899000.0,12451000.0,12746000.0,1520294402879,175702590360.74634,13919.50036247,12592000.0,154000.0,0.0122299873
KRW-BTC,2018-03-06,2018-03-06T09:00:00,12745000.0,12746000.0,11900000.0,12023000.0,1520380803191,185315323122.34424,15007.19978396,12746000.0,-723000.0,-0.056723678
KRW-BTC,2018-03-07,2018-03-07T09:00:00,12023000.0,12221000.0,10900000.0,11200000.0,1520467202038,337512805826.04443,29131.72046073,12023000.0,-823000.0,-0.0684521334
KRW-BTC,2018-03-08,2018-03-08T09:00:00,11200000.0,11347000.0,10473000.0,10517000.0,1520553603175,232885684468.13763,21348.23284178,11200000.0,-683000.0,-0.0609821429
KRW-BTC,2018-03-09,2018-03-09T09:00:00,10519000.0,10644000.0,9306000.0,10418000.0,1520640003243,359087978449.7945,36119.23291786,10517000.0,-99000.0,-0.0094133308
KRW-BTC,2018-03-10,2018-03-10T09:00:00,10418000.0,10537000.0,9802000.0,9863000.0,1520726402650,173993980170.12576,16901.3779678,10418000.0,-555000.0,-0.053273181
KRW-BTC,2018-03-11,2018-03-11T09:00:00,9863000.0,10636000.0,9552000.0,10520000.0,1520812803112,222910153569.97626,22131.28254155,9863000.0,657000.0,0.0666125925
KRW-BTC,2018-03-12,2018-03-12T09:00:00,10519000.0,10879000.0,9895000.0,10213000.0,1520899203134,243013316061.00055,23224.57971188,10520000.0,-307000.0,-0.0291825095
KRW-BTC,2018-03-13,2018-03-13T09:00:00,10213000.0,10355000.0,9900000.0,10168000.0,1520985603228,163563552693.13174,16134.0145346,10213000.0,-45000.0,-0.004406149
KRW-BTC,2018-03-14,2018-03-14T09:00:00,10167000.0,10265000.0,9000000.0,9153000.0,1521072000537,188527487356.7046,19491.85046288,10168000.0,-1015000.0,-0.099822974
KRW-BTC,2018-03-15,2018-03-15T09:00:00,9141000.0,9300000.0,8438000.0,9115000.0,1521158398414,249635075454.0921,28078.89544603,9153000.0,-38000.0,-0.0041516443
KRW-BTC,2018-03-16,2018-03-16T09:00:00,9115000.0,9310000.0,8763000.0,9095000.0,1521244804532,132742166404.73773,14610.88215893,9115000.0,-20000.0,-0.0021941854
KRW-BTC,2018-03-17,2018-03-17T09:00:00,9095000.0,9150000.0,8521000.0,8667000.0,1521331203641,85560272227.023,9640.05582315,9095000.0,-428000.0,-0.0470588235
KRW-BTC,2018-03-18,2018-03-18T09:00:00,8667000.0,9080000.0,8056000.0,9018000.0,1521417602589,177096093168.42688,20951.81009811,8667000.0,351000.0,0.0404984424
KRW-BTC,2018-03-19,2018-03-19T09:00:00,9018000.0,9755000.0,8870000.0,9718000.0,1521504003732,245419472243.3094,26470.16482589,9018000.0,700000.0,0.0776225327
KRW-BTC,2018-03-20,2018-03-20T09:00:00,9718000.0,9996000.0,9160000.0,9829000.0,1521590403360,196491719564.26718,20520.44702784,9718000.0,111000.0,0.0114221033
KRW-BTC,2018-03-21,2018-03-21T09:00:00,9826000.0,10165000.0,9738000.0,9919000.0,1521676803858,165715121214.27365,16611.83303474,9829000.0,90000.0,0.0091565775
KRW-BTC,2018-03-22,2018-03-22T09:00:00,9919000.0,10050000.0,9505000.0,9783000.0,1521763203582,127016149438.50511,12988.83698289,9919000.0,-136000.0,-0.0137110596
KRW-BTC,2018-03-23,2018-03-23T09:00:00,9779000.0,9850000.0,9253000.0,9847000.0,1521849603529,142667325470.46442,15006.67818287,9783000.0,64000.0,0.0065419605
KRW-BTC,2018-03-24,2018-03-24T09:00:00,9847000.0,10000000.0,9550000.0,9580000.0,1521936002531,165029218994.35327,16804.4057451,9847000.0,-267000.0,-0.0271148573
KRW-BTC,2018-03-25,2018-03-25T09:00:00,9580000.0,9649000.0,9408000.0,9477000.0,1522022401505,105095192622.35017,11031.07579798,9580000.0,-103000.0,-0.0107515658
KRW-BTC,2018-03-26,2018-03-26T09:00:00,9480000.0,9570000.0,8801000.0,9052000.0,1522108801885,127581011940.66682,13942.96366853,9477000.0,-425000.0,-0.0448454152
KRW-BTC,2018-03-27,2018-03-27T09:00:00,9054000.0,9141000.0,8520000.0,8651000.0,1522195202845,125080254901.64694,14209.6371507,9052000.0,-401000.0,-0.0442996023
KRW-BTC,2018-03-28,2018-03-28T09:00:00,8651000.0,8886000.0,8560000.0,8730000.0,1522281604169,86802477741.02734,9953.7299998,8651000.0,79000.0,0.0091318923
KRW-BTC,2018-03-29,2018-03-29T09:00:00,8730000.0,8766000.0,7780000.0,7915000.0,1522368003136,151238051477.14026,18276.83128802,8730000.0,-815000.0,-0.0933562428
KRW-BTC,2018-03-30,2018-03-30T09:00:00,7911000.0,8090000.0,7431000.0,7602000.0,1522454403865,164045187614.0903,21297.75214749,7915000.0,-313000.0,-0.0395451674
KRW-BTC,2018-03-31,2018-03-31T09:00:00,7602000.0,7934000.0,7540000.0,7697000.0,1522540804153,100867346789.22931,13024.44541947,7602000.0,95000.0,0.0124967114
KRW-BTC,2018-04-01,2018-04-01T09:00:00,7688000.0,7774000.0,7087000.0,7482000.0,1522627204113,122342431083.24059,16446.53644957,7697000.0,-215000.0,-0.0279329609
KRW-BTC,2018-04-02,2018-04-02T09:00:00,7486000.0,7851000.0,7390000.0,7710000.0,1522713602549,120687120257.72769,15765.52176574,7482000.0,228000.0,0.0304731355
KRW-BTC,2018-04-03,2018-04-03T09:00:00,7713000.0,8175000.0,7643000.0,8092000.0,1522800003226,167328191097.50308,21006.76635312,7710000.0,382000.0,0.0495460441
KRW-BTC,2018-04-04,2018-04-04T09:00:00,8091000.0,8120000.0,7403000.0,7492000.0,1522886404185,131238696808.84602,16809.36722484,8092000.0,-600000.0,-0.074147306
KRW-BTC,2018-04-05,2018-04-05T09:00:00,7492000.0,7834000.0,7188000.0,7408000.0,1522972804139,242670189046.2861,32381.00201758,7492000.0,-84000.0,-0.0112119594
KRW-BTC,2018-04-06,2018-04-06T09:00:00,7408000.0,7488000.0,7125000.0,7280000.0,1523059202461,68879512444.37962,9428.54399951,7408000.0,-128000.0,-0.0172786177
KRW-BTC,2018-04-07,2018-04-07T09:00:00,7277000.0,7673000.0,7232000.0,7533000.0,1523145601845,91234343725.51886,12182.3813802,7280000.0,253000.0,0.0347527473
KRW-BTC,2018-04-08,2018-04-08T09:00:00,7533000.0,7657000.0,7480000.0,7622000.0,1523232003148,88577530197.90446,11679.05867346,7533000.0,89000.0,0.0118146821
KRW-BTC,2018-04-09,2018-04-09T09:00:00,7621000.0,7752000.0,7290000.0,7450000.0,1523318404631,126574227027.07414,16765.03922053,7622000.0,-172000.0,-0.0225662556
